symbol,datetime,open,high,low,close,volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,EMA_50,VWAP,PSAR,RSI_14,Stoch_K,Stoch_D,Williams_R,CCI,MFI,Momentum_10,ROC_12,OBV,ADL,Volume_SMA_20,Volume_Ratio,ATR,Volatility_20,BB_Upper,BB_Lower,BB_Middle,BB_Width,BB_Position,MACD,MACD_Signal,MACD_Histogram,Volatility_High_Band,Volatility_Low_Band,High_Exceedance,Low_Exceedance,Distance_To_High_Pct,Distance_To_Low_Pct,Position_In_Range_Pct,Band_Range,Band_Midpoint,High_Band_Stability,Low_Band_Stability,Signal_Long,Signal_Short,Price_Above_High_Band,Price_Below_Low_Band,Band_Width_Normalized,High_Band_Distance_Normalized,Low_Band_Distance_Normalized,High_Band_SMA_5,Low_Band_SMA_5,Band_Range_SMA_5,High_Band_ROC_5,Low_Band_ROC_5
TSLA,2024-09-08 22:00:00,216.2,219.87,213.67,216.27,67443518,217.43599999999998,213.57399999999998,213.53849999999997,,,215.08741689122454,213.90769685978464,213.1971746414218,213.46698340550444,205.49276416,46.67697063369398,42.209194692996014,50.80736398230997,-57.79080530700399,31.210065287712133,52.36648008910089,-4.049999999999983,-3.1352174497245486,271804696,53748829.13631944,76951894.5,0.8764373955731525,11.014557142857145,0.6230227887381286,229.45294927697697,197.62405072302298,213.53849999999997,31.82889855395399,0.5858182382707904,1.1797200314398992,0.9859297500834083,0.1937902813564909,221.60834837557888,202.89429231525133,0.0,0.0,28.525875728756567,71.47412427124344,71.47412427124344,18.71405606032755,212.2513203454151,0,0,0,0,0,0,0.08653098469657164,0.024683721161413392,0.06184726353515825,,,,,
TSLA,2024-09-09 22:00:00,220.07,226.4,218.6377,226.17,78891136,220.55,214.87000000000003,214.9725,,,216.82979573178045,215.0024726630851,214.04291529271518,213.93214262572718,206.6730535936,52.406721731700365,72.75532243134832,46.693407384552074,-27.244677568651692,108.57716977105159,52.600689868791484,12.95999999999998,7.362574765024206,350695832,127964814.40006822,77694206.15,1.0154056513260352,11.119557142857145,0.6359258625273022,229.93845698313515,200.00654301686484,214.9725,29.931913966270315,0.8740990306406143,1.8273230686953639,1.155207654181554,0.67211541451381,227.20109095423953,208.52423689917785,0.0,0.0,5.520688608476358,94.47931139152365,94.47931139152365,18.676854055061682,217.8626639267087,0,0,0,0,0,0,0.0825788303270181,0.004558920078876708,0.0780199102481414,,,,,
TSLA,2024-09-10 22:00:00,224.55,228.47,216.8003,228.13,83548633,222.294,216.762,215.9875,,,218.60041864755516,216.15694098471016,214.938044847322,214.41437625503121,207.806131449856,52.31164383561643,78.80283863005243,64.58911858479892,-21.197161369947562,107.45614522189558,59.80108026589896,18.919999999999987,3.5448438634713155,434244465,206645021.4388181,78059268.45,1.0703230334975038,11.538864285714288,0.6136363576516011,231.65109759039038,200.32390240960964,215.9875,31.327195180780734,0.887602526492682,2.443477662844998,1.4140841656753231,1.029393497169675,237.0901149300904,218.13856738611247,0.0,1.3382673861124772,47.27906736533285,52.72093263466715,52.72093263466715,18.951547543977938,227.61434115810144,0,0,0,0,0,0,0.08307345611702949,0.039276355280280596,0.0437971008367489,,,,,
TSLA,2024-09-11 22:00:00,224.66,231.45,223.83,229.81,72020042,222.22199999999998,219.16799999999998,217.40900000000002,,,220.35186201607658,217.34120200218868,215.86060409569353,214.94390142111658,208.89388619186175,60.165622677566624,83.98642394322741,78.51486166820939,-16.013576056772596,144.17845075568735,66.91917802282826,24.060000000000002,7.785751137376293,506264507,247664310.4519416,78147769.85,0.9215879370356722,11.048864285714286,0.5983551443522994,232.6452005209891,202.17279947901093,217.40900000000002,30.472401041978173,0.9069584140388744,3.0106600138879003,1.7346102486226351,1.2760497652652651,239.0491194101759,220.0157109583472,0.0,0.0,48.54159166267574,51.45840833732426,51.45840833732426,19.033408451828706,229.53241518426154,0,0,0,0,0,0,0.0828223682686946,0.040203295810347255,0.04261907245834734,232.62862737791602,214.33966176079358,18.288965617122443,,
TSLA,2024-09-12 22:00:00,228.0,232.67,226.32,230.29,59515114,226.13400000000001,221.56900000000002,218.2165,,,221.9009321482614,218.45032801785212,216.7357411468043,215.39454999569335,209.93813074418728,55.86401599811787,85.46744831842021,82.75223696390002,-14.532551681579786,141.34308856571096,66.32835661266802,24.00999999999999,10.076000191195442,565779621,262566520.09918576,76631099.05,0.7766444007434603,10.729578571428572,0.560557312979369,234.40529570307154,202.02770429692845,218.2165,32.3775914061431,0.8728967929871786,3.450604130409289,2.078849424048203,1.3717547063610858,240.50525695537345,221.54930442727607,0.0,0.0,53.88944153680454,46.11055846319546,46.11055846319546,18.955952528097384,231.02728069132476,0,0,0,0,0,0,0.08231339844586125,0.04435823073243937,0.03795516771342187,233.09078612509165,214.224422397233,18.86636372785865,0.9701290721223459,-0.25940147104821315
TSLA,2024-09-15 22:00:00,229.3,229.96,223.53,226.78,54322995,228.23600000000002,222.836,218.74949999999998,,,222.65990162582904,219.15563602229741,217.33213827852256,215.70147127635687,210.9406055144198,58.33435695860459,74.63745757482259,81.36377661215674,-25.362542425177416,91.68177090057647,66.44215150248414,12.669999999999987,10.221142162818955,511456626,263157905.7368218,74908992.7,0.7251865636153455,10.547435714285713,0.5643851353236174,235.34450682672187,202.1544931732781,218.74949999999998,33.19001365344377,0.7419553087218083,3.5042656035316213,2.3646236195519346,1.1396419839796867,240.998545422295,222.46160771601944,0.0,0.0,76.70385285635074,23.296147143649275,23.296147143649275,18.536937706275552,231.73007656915723,0,0,0,0,0,0,0.08173973765885682,0.06269752809901664,0.019042209559840186,236.96882553443487,218.13788547738665,18.830940057048252,8.749759288785395,9.64409357083588
TSLA,2024-09-16 22:00:00,229.45,234.57,226.5533,227.87,66761636,228.57600000000002,224.56300000000002,219.00699999999998,,,223.4689813679987,219.8857779302724,217.94547833627524,216.15011856937176,211.902981293843,61.88535031847133,78.00061709348968,79.36850766224417,-21.999382906510327,109.83536634867194,72.39178115162788,17.27000000000001,10.466356408764788,578218262,218326751.3866777,74425313.4,0.897028617685337,10.497199999999998,0.5550580353594909,236.01607015002344,201.99792984997652,219.00699999999998,34.01814030004692,0.7605374638891651,3.583203437726297,2.60881191203742,0.9743915256888771,237.47169884151074,219.0485174924003,0.0,0.0,52.11748535479921,47.882514645200786,47.882514645200786,18.42318134911045,228.26010816695552,0,0,0,0,0,0,0.08084952538337846,0.042136739551106944,0.03871278583227152,239.0229471118891,220.2427415960311,18.780205515858007,4.5204923286833205,5.047029903919978
TSLA,2024-09-17 22:00:00,230.09,235.68,226.88,227.2,78010204,228.39000000000001,225.342,219.31199999999998,,,224.04753806196103,220.492712992137,218.47408646314548,216.64840057277286,212.8268620420893,64.16589618280278,71.45742174352064,74.6984988039443,-28.542578256479356,102.49772185201367,78.48062836964016,7.789999999999992,6.113679884171675,500208058,145990016.76849577,74625764.5,1.0453521585028451,10.465057142857143,0.5543381278328716,236.69377702743816,201.9302229725618,219.31199999999998,34.76355405487635,0.7269043029245033,3.554825069824034,2.798307774238615,0.7565172955854189,238.77161841375448,220.58971834003137,0.0,0.0,63.64361462132362,36.35638537867638,36.35638537867638,18.181900073723114,229.68066837689292,0,0,0,0,0,0,0.08002596863434469,0.05093141907462365,0.029094549559721045,239.35924780862192,220.73297178681486,18.62627602180704,0.7092254707286679,1.1236669348709345
TSLA,2024-09-18 22:00:00,234.0,244.24,232.13,243.92,102694576,231.212,226.717,220.34449999999998,,,227.12533831999616,222.41955167374388,219.9019655065108,217.71460664095247,214.19805031956392,70.47878128400434,99.14001612469761,82.86601832056931,-0.859983875302396,171.16229999871774,79.47963588664459,13.75,15.821462488129152,602902634,243257298.90887526,76253195.1,1.3467576783546478,11.02934285714286,0.609793068711307,240.88286510174626,199.8061348982537,220.34449999999998,41.07673020349256,1.0739380881391454,4.705786646252278,3.180276402900519,1.5255102433517593,238.1998735375344,219.9192324226362,6.040126462465622,0.0,-31.290622831624155,131.29062283162415,131.29062283162415,18.280641114898174,229.0595529800853,0,0,1,0,1,0,0.07494523251434149,-0.023450830036346345,0.09839606255068784,239.1893986340936,220.71367607967267,18.475722554420933,-0.3552599878790296,-0.04385074833553643
TSLA,2024-09-19 22:00:00,241.52,243.99,235.92,238.25,99879070,232.804,229.46899999999997,221.724,,,228.84652440646013,223.71101260783942,220.91444275956448,218.63244023689776,216.6014062939988,63.44996657009136,82.68786127167628,84.42843304663151,-17.312138728323713,141.82238658074613,71.14369857065942,27.52000000000001,8.586664235905385,503023564,201053131.78372052,77271424.5,1.2925744626333373,11.013621428571431,0.5757125094066057,243.2080115826679,200.23998841733209,221.724,42.96802316533581,0.8846115967776768,5.135511798620712,3.5717111402318453,1.5638006583888666,254.9139763714874,235.83539613135062,0.0,0.0,87.34390170412351,12.656098295876495,12.656098295876495,19.078580240136773,245.374686251419,0,0,0,0,0,0,0.0800779863174681,0.0699432376557708,0.010134748661697291,242.07114251731642,223.5708944204876,18.500248096828813,5.991020569994245,6.448267459473782
TSLA,2024-09-22 22:00:00,242.61,250.0,241.92,250.0,86927194,237.448,232.842,223.208,,,232.1164980236137,225.839710132242,222.49421289755355,219.65177511878287,218.8124937904789,70.10614411104308,100.0,93.9426257987913,-0.0,174.06298011735453,71.6997053387993,33.72999999999999,8.61537124733893,589950758,287980325.7837205,77541523.85,1.1210405687687552,11.119742857142858,0.5789496196559208,248.11176813593516,198.30423186406483,223.208,49.80753627187033,1.0379105654565621,6.276787891371697,4.1131554668508326,2.1636324245208645,248.43581649236523,230.15417915822252,1.564183507634766,0.0,-8.556036196569238,108.55603619656924,108.55603619656924,18.281637334142715,239.29499782529388,0,0,1,0,1,0,0.07312654933657087,-0.006256734030539064,0.07938328336710992,243.55859673133045,225.10940870892819,18.449188022402247,3.086023219367618,3.4579321444187934
TSLA,2024-09-23 22:00:00,254.08,257.19,249.0501,254.27,88490999,242.728,235.652,225.26100000000002,,,235.53853652772355,228.12602224766803,224.19443034863093,220.8340242558312,221.931244411431,68.65368150684932,93.74464438731793,92.14416855299807,-6.255355612682063,186.37625271719224,72.21121140416328,28.100000000000023,20.66150998908557,678441757,312983145.0566972,79001014.45,1.1201248441690106,10.86902142857143,0.5607992442014723,253.2705118430188,197.25148815698125,225.26100000000002,56.01902368603754,1.017841941740772,7.412514280055518,4.7734457381711515,2.6390685418843667,260.18042231664367,241.73279308978476,0.0,0.0,32.03892621626607,67.96107378373392,67.96107378373392,18.447629226858908,250.95660770321422,0,0,0,0,0,0,0.07255134001989581,0.023244670297886738,0.04930666972200907,248.10034142635703,229.64626382840507,18.454077597951937,9.562707297718367,10.355822471234703
TSLA,2024-09-24 22:00:00,252.54,257.05,252.28,257.02,65034318,248.692,238.541,227.6515,,,238.85469879967087,230.43497506104825,225.92607129628442,221.70027504596325,226.1622950820593,65.71462015685356,99.63581833761779,97.79348757497858,-0.36418166238221056,173.62987805225836,71.0651458801238,28.889999999999986,18.842188005733558,743476075,377199421.32084733,79111660.85,0.8220572959946904,10.09616428571429,0.5508106848149897,257.9595335190106,197.34346648098938,227.6515,60.61606703802124,0.9845002560390248,8.419723738622622,5.503071302375207,2.916652436247415,264.3180752840774,245.89239839762521,0.0,0.0,39.60818009048806,60.39181990951194,60.39181990951194,18.42567688645218,255.10523684085132,0,0,0,0,0,0,0.07168966184130489,0.028394970368365937,0.04329469147293895,253.20963280042162,234.70679983992386,18.50283296049775,10.699117860002454,11.470471175175376
TSLA,2024-09-25 22:00:00,260.6,261.75,251.53,254.22,67142193,250.752,240.98200000000003,230.075,,,241.2254400339836,232.3246350493994,227.3987200385118,222.55991659319838,229.8856196722122,81.6106992295392,84.33860232945092,92.57302168479555,-15.661397670549082,154.3530509560462,79.90723889445184,24.409999999999997,12.4021753548216,676333882,345402140.0957984,79262953.0,0.8470816498598027,9.176878571428574,0.5474329068513639,260.7583838111975,199.39161618880246,230.075,61.36676762239506,0.8934539969347934,8.900804984584198,6.182893807587175,2.7179111769970232,266.84027373286574,248.56475357202032,0.0,0.0,69.05561987726172,30.94438012273828,30.94438012273828,18.275520160845417,257.70251365244303,0,0,0,0,0,0,0.07188860105753056,0.049643119081369445,0.022245481976161108,258.9377128394879,240.4359040698007,18.501808769687198,12.023684047346203,13.025473413045448
TSLA,2024-09-26 22:00:00,257.375,260.6999,254.12,260.46,70988067,255.19399999999996,243.99899999999997,232.78400000000002,,,244.1918542705417,234.54797167138352,229.0976987389708,223.49019022337228,234.34663291810247,81.79594186213845,97.13012545133778,93.70151537280218,-2.8698745486622164,141.01221415798446,85.8895607690722,30.169999999999987,14.171744180949453,747321949,411213825.30479777,79696915.45,0.8907254013429952,8.994014285714288,0.5483955418090954,264.1804640315467,201.3875359684533,232.78400000000002,62.7929280630934,0.9407502700334589,9.64388259915819,6.875316269837348,2.7685663293208416,264.14435155499694,245.7751767736058,0.0,0.0,20.05725134005144,79.94274865994856,79.94274865994856,18.369174781391138,254.95976416430136,0,0,0,0,0,0,0.07052589565150556,0.01414555615064488,0.05638033950086068,260.78378787618976,242.4238601982517,18.35992767793807,3.6209765015230393,4.214711110082533
TSLA,2024-09-29 22:00:00,259.04,264.86,255.77,261.63,80873381,257.52,247.484,235.16,,,246.88020639078596,236.67753192652756,230.7493877140345,224.55966833129207,238.18310430956814,79.18038183015145,93.27919233786308,91.5826400395506,-6.720807662136918,131.04556025991099,86.07597159301919,34.849999999999994,13.846220791088287,828195330,434612834.3289999,80572054.1,1.0037398438374927,8.919728571428575,0.5404366993451845,267.7748858490623,202.5451141509377,235.16,65.22977169812458,0.9057962999242114,10.202674464258394,7.540960719900906,2.6617137443574874,269.96291066442404,251.86127832159704,0.0,0.0,46.03402890196291,53.96597109803709,53.96597109803709,18.101632342827003,260.91209449301056,0,0,0,0,0,0,0.06918790789598671,0.031849981517502,0.03733792637848471,265.08920671060156,246.76528003092662,18.32392667967493,8.665052598291666,9.431546819078914
TSLA,2024-09-30 22:00:00,262.67,263.98,248.53,258.02,87397613,258.27,250.49899999999997,237.531,,,248.59702547881338,238.3481518754876,232.1181210656717,225.5308574221901,242.45140762003723,73.94648293542701,83.45027824824575,91.28653201248221,-16.549721751754245,98.42057317251532,77.7640269698751,30.149999999999977,12.041339181032606,740797717,454581350.43838465,81106223.65,1.0775697482495228,9.189750000000004,0.538791713162457,269.5167678219218,205.54523217807818,237.531,63.97153564384362,0.820283072678931,10.24887360332579,8.082655802252859,2.166217801072932,271.2051382911398,253.11779286880068,0.0,4.587792868800676,72.89703371759164,27.102966282408353,27.102966282408353,18.087345422339126,262.16146557997024,0,0,0,0,0,0,0.07010055585744952,0.05110122583962415,0.018999330017825382,267.2941499055008,249.04227998672982,18.25186991877097,4.237334952542617,4.70974567972136
TSLA,2024-10-01 22:00:00,247.55,251.1585,241.5,249.02,93983930,256.66999999999996,252.68099999999998,239.0115,,,248.66219499121448,239.18001383703435,232.95723027998588,226.21070859950763,264.86,63.774559013337175,61.674328574885074,79.46793305366462,-38.325671425114926,44.68107562360823,69.73718466432813,21.82000000000002,9.806861275244733,646813787,506947092.4578495,81772831.8,1.1493295258487062,9.82546428571429,0.5488252459218894,270.1967301578808,207.82626984211927,239.0115,62.370460315761505,0.6604685928134918,9.482181154180125,8.362607387573897,1.1195737666062282,267.312912157235,249.08815935720727,0.0,7.5881593572072745,100.37399331532859,-0.37399331532859276,-0.37399331532859276,18.224752800027744,258.20053575722113,0,0,0,1,0,1,0.07318589992782806,0.07345961030132121,-0.0002737103734931503,267.8931172801323,249.68143217864622,18.211685101486086,1.1330427818600395,1.299658297860144
TSLA,2024-10-02 22:00:00,244.48,249.79,237.81,240.66,80729240,253.958,252.35500000000002,239.536,,,247.42954347803655,239.29493224318705,233.33569385584957,226.64431370028285,264.3928,56.68084009792553,41.446890878296614,62.19049923380914,-58.553109121703386,18.53737944894569,63.29986921754182,-3.259999999999991,5.612849431693506,566084547,464628258.80175596,79841543.15,1.0111182326264945,10.227607142857147,0.5430468828781997,270.4467601091644,208.6252398908356,239.536,61.82152021832883,0.5181813710829252,8.134611234849501,8.317002095045858,-0.18239086019635664,258.2907385017727,240.20956537165785,0.0,2.399565371657843,97.50881967060016,2.4911803293998442,2.4911803293998442,18.08117313011485,249.25015193671527,0,0,0,0,0,0,0.07513160944949243,0.07325994557372516,0.00187166387576727,266.18321023391366,248.01039453857373,18.17281569533997,-3.203989829380853,-3.361372873785826
TSLA,2024-10-03 22:00:00,246.69,250.96,244.58,250.08,86726285,251.882,253.538,241.50349999999997,,,247.83773882330814,240.12939184970023,234.1503199601625,227.2439781829809,263.329488,63.948754789272044,61.4166712350581,54.84596356274659,-38.583328764941896,43.553752236866345,68.79556945753095,11.830000000000013,10.070422535211279,652810832,527430051.38796294,78569007.2,1.1038230988363564,10.480464285714291,0.44869857259970486,269.5728721640546,213.43412783594536,241.50349999999997,56.138744328109254,0.652773278110278,7.708346973607917,8.195258124718777,-0.4869111511108599,250.2653339070209,232.1099153675511,0.6946660929791051,0.0,1.020818697282992,98.97918130271701,98.97918130271701,18.155418539469792,241.187624637286,0,0,0,0,0,0,0.07259844265622917,0.0007410984765710587,0.07185734417965811,263.40740670431853,245.27734225736276,18.130064446955704,-5.254330659077644,-5.560065741969687
TSLA,2024-10-06 22:00:00,249.0,249.83,240.7,240.83,68113270,247.72200000000004,252.621,242.7315,,,246.75865704454412,240.18342096027197,234.47225508434516,227.59231102587395,262.30870848,57.068062827225134,36.72985781990524,46.53113997775332,-63.27014218009476,10.329511266096254,63.15005136684372,-9.169999999999987,-1.2668087897671265,584697562,461256480.2050498,78602494.8,0.8665535384507923,10.577842857142866,0.47192234637870806,268.17923903719657,217.28376096280348,242.7315,50.89547807439308,0.4626391170307778,6.575236084272149,7.871226151037711,-1.2959900667655626,256.32471397201516,241.4732493836504,0.0,0.7732493836504091,104.33121851264644,-4.3312185126464415,-4.3312185126464415,14.851464588364763,248.89898167783278,0,0,0,1,0,1,0.06166783452379173,0.06433880318903437,-0.0026709686652426406,260.6797673658367,243.19973646977346,17.480030896063255,-5.051877926061396,-4.124504174350437
